"stop_id","stop_name","stop_lon","stop_lat"
"80001824","Rathenow, Rathenow",12.35484,52.59964
"80005183","Wandlitz, Wandlitz",13.46615,52.74482
"80002566","Birkenwerder, Birkenwerder (b Berlin)",13.28877,52.68825
"80001810","Nauen (b Berlin), Nauen",12.88556,52.6127
"80005782","Buschow, Buschow",12.62899,52.5922
"80000131","Malente, Bad Malente-Gremsmühlen",10.55151,54.16702
"80005887","Fleetmark, Fleetmark",11.37869,52.7908
"80005787","Brunau (Altmark), Brunau-Packebusch",11.48458,52.75128
"80006742","Chorin, Chorin",13.86972,52.90354
"80006184","Pretzier (Altm), Pretzier (Altm)",11.26454,52.83644
"80001963","Neetzendorf, Bahnhof Neetzendorf",10.76058,53.16378
"80006725","Britz (b Eberswalde), Britz",13.8211,52.87327
"80005037","Hohen Neuendorf, Westbahnhof",13.27134,52.6724
"80005945","Großwudicke, Großwudicke",12.23113,52.59044
"80002071","Basdorf (Barnim), Basdorf",13.434,52.71556
"80004720","Tantow, Tantow",14.34793,53.26928
"80012005","Hohen Neuendorf, Hohen Neuendorf",13.28709,52.66907
"80001949","Lauenburg (Elbe), Lauenburg (Elbe)",10.56758,53.36955
"80006103","Meßdorf (Altmark), Meßdorf",11.54674,52.70989
"80012142","Bergfelde, Bergfelde (b Berlin)",13.32025,52.6703
"80001999","Schwarzenbek, Schwarzenbek",10.48473,53.50373
"80005036","Hennigsdorf, Hennigsdorf b (Berlin)",13.20545,52.63826
"80004671","Salzwedel, Salzwedel",11.16203,52.85811
"80004617","Eberswalde, Hauptbahnhof",13.79706,52.83402
"80001835","Schönhausen (Elbe), Schönhausen (Elbe)",12.04023,52.59089
"80012143","Schönfließ (b Oranienburg), Schönfließ (bei Oranienburg)",13.33943,52.66507
"80005969","Hämerten, Hämerten",11.97174,52.59911
"80001903","Dahlenburg, Dahlenburg",10.70881,53.16927
"80006106","Mögelin, Mögelin",12.32982,52.56009
"80006930","Melchow, Melchow",13.69438,52.77487
"80022495","Melchow, Bahnübergang",13.696,52.77524
"80005161","Schönwalde (Barnim), Schönwalde (Barnim)",13.4324,52.6801
"80002724","Brieselang, Brieselang",13.0014,52.58255
"80001913","Fresenburg/B.Oldesl., Bahnhof Fresenburg",10.39059,53.8426
"80012157","Berlin, Heiligensee",13.22927,52.62459
"80005987","Hohenwulsch, Hohenwulsch",11.59519,52.66734
"80004721","Szczecin, Gumience",14.4965,53.39793
"80006267","Stendal, Stendal-Stadtsee",11.83691,52.60678
"80000137","Bad Oldesloe, Bad Oldesloe",10.38284,53.80528
"80001908","Echem, Echem",10.5372,53.33701
"80012006","Berlin, Frohnau",13.28994,52.63276
"80006731","Biesenthal, Biesenthal",13.67467,52.75542
"80006284","Stendal, Stendal Vorbf",11.87129,52.59584
"80012144","Mühlenbeck (b Oranienburg), Mühlenbeck-Mönchmühle",13.38684,52.6546
"80001844","Stendal, Stendal",11.85441,52.59472
"80006188","Premnitz, Nord",12.33349,52.53597
"80005760","Bindfelde, Bindfelde",11.89804,52.58456
"80006006","Kläden (Kr Stendal), Kläden (Stendal)",11.65483,52.63781
"80012156","Berlin, Schulzendorf",13.24593,52.61309
"80002015","Wakendorf I, Wakendorf",10.36596,53.86626
"80006247","Steinfeld (Altmark), Steinfeld (Stendal)",11.72862,52.61474
"80020163","Rüdnitz, Dorf Gaststätte",13.62398,52.72024
"80004998","Finkenkrug, Bahnhof Finkenkrug",13.05125,52.56967
"80006189","Premnitz, Zentrum",12.34314,52.52913
